MARN,Full_name,Experience_years,Education,Age,Work_experience,Charge,Visa type,Booking preference,Location,Success rate,Language,Employment Type,Google rating,Availability
215803,Amy Lee,23,Doctorate,25-32,1 - 3 years,201 – 500 AUD,121,Both,TAS, 51 %- 80 %,Macedonian,Independent,3.9,Immediately
1684499,Amy Earl,9,Doctorate,40-44,3 -  5 years,201 – 500 AUD,143,Inperson,NSW,>81%,Dari,Organized,3.1,4- 6 month
1170267,Amyn Patel,14,Diploma,25-32,1 - 3 years,201 – 500 AUD,887,Both,WA,< 30%,Burmese,Organized,5.0,4- 6 month
1801467,Ana Leticia Correia-Gnavi,7,Master,25-32,> 5 years,101– 200 AUD,988,Online,NSW,< 30%,Dutch,Independent,4.0,Immediately
2014717,Ana Maria Calvete Pena,5,Master,25-32,1 - 3 years,500+ AUD,476,Both,SA,< 30%,Marathi,Organized,3.8,4- 6 month
1680033,Ana Lucia Gomez Jaramillo,9,Doctorate,33-39,3 -  5 years,201 – 500 AUD,173,Online,VIC, 51 %- 80 %,Dari,Independent,2.8,2 - 3 month
9253287,Anabelle Buenavista Havelock,33,Master,25-32,1 - 3 years,0 ~ 100 AUD,858,Both,NT,>81%,Hindi,Independent,2.6,4- 6 month
2217762,Anagha Pawar,3,Diploma,33-39,> 5 years,500+ AUD,124,Inperson,TAS,>81%,Hebrew,Independent,2.8,1 month
1684913,Anamika Astridge,9,Doctorate,33-39,< 1 year,101– 200 AUD,461,Both,NT,< 30%,Chinese - Hokkien,Organized,4.2,1 month
1465743,Anand Kumar Gupta,11,Master,45+,< 1 year,201 – 500 AUD,866,Both,TAS,< 30%,Chinese - Mandarin,Independent,2.6,4- 6 month
850193,Anastasia Elizabeth Vu,17,Diploma,40-44,3 -  5 years,201 – 500 AUD,411,Both,TAS,>81%,Sinhalese,Independent,2.8,Immediately
102743,Andre Benjamin,24,Diploma,33-39,< 1 year,201 – 500 AUD,187,Inperson,NT,< 30%,Bengali,Independent,4.8,2 - 3 month
959259,Andre Luiz Cavalcanti de Albuquerque,16,Bachelor ,33-39,3 -  5 years,0 ~ 100 AUD,835,Online,QLD,< 30%,Urdu,Organized,2.8,2 - 3 month
9801665,Andre Pierre Burger,27,Bachelor ,33-39,> 5 years,0 ~ 100 AUD,157,Inperson,TAS, 51 %- 80 %,Chinese - Cantonese,Organized,3.5,2 - 3 month
2117678,Andrea Sara Stutz,4,Doctorate,< 18,1 - 3 years,0 ~ 100 AUD,204,Both,QLD,31%-50%,Chinese - Hokkien,Organized,3.2,Immediately
1382661,Andrea Muehlmann,12,Bachelor ,25-32,< 1 year,201 – 500 AUD,423,Online,NSW, 51 %- 80 %,Ilokano,Independent,3.7,2 - 3 month
317320,Andreas Sukamto Martano,22,Diploma,25-32,3 -  5 years,500+ AUD,19,Online,SA,>81%,Lithuanian,Organized,2.8,2 - 3 month
1685134,Andreas Athanasiou,9,Diploma,33-39,> 5 years,0 ~ 100 AUD,771,Both,TAS,31%-50%,Chinese - Min,Independent,2.8,4- 6 month
322545,Andrel On Ki Lau,22,Master,25-32,< 1 year,500+ AUD,887,Inperson,VIC,< 30%,Fijian,Organized,3.0,1 month
2117666,Andrew John Broadbent,4,Diploma,33-39,3 -  5 years,500+ AUD,160,Both,NSW,< 30%,Danish,Independent,3.4,4- 6 month
850840,Andrew Heathcote,17,Diploma,25-32,1 - 3 years,500+ AUD,165,Both,WA, 51 %- 80 %,Danish,Independent,4.9,Immediately
9790738,Andrew Robert Hackworthy,28,Year 12 and below,40-44,< 1 year,0 ~ 100 AUD,576,Both,VIC,>81%,Sinhalese,Organized,4.6,4- 6 month
9791106,Andrew John Emmott,28,Master,25-32,3 -  5 years,500+ AUD,100,Both,WA,< 30%,French,Organized,4.1,2 - 3 month
1573795,Andrew  Maurice Robertson,10,Year 12 and below,25-32,< 1 year,201 – 500 AUD,487,Both,WA,>81%,Nepali,Independent,2.7,Immediately
1686122,Andrew John Griffiths,9,Doctorate,25-32,1 - 3 years,201 – 500 AUD,886,Inperson,WA,< 30%,Chinese - Wu,Organized,4.7,2 - 3 month
1278335,Andrew Edmund Penri McAuley,13,Year 12 and below,40-44,< 1 year,500+ AUD,405,Inperson,VIC,31%-50%,Kiswahili,Organized,4.3,1 month
2117691,Andries Evanhardus Jansen van Rensburg,4,Year 12 and below,45+,> 5 years,0 ~ 100 AUD,415,Online,TAS, 51 %- 80 %,Chinese - Wu,Organized,4.3,Immediately
321519,Andrzej Kurowski,22,Master,25-32,3 -  5 years,0 ~ 100 AUD,160,Online,TAS,< 30%,Chinese,Organized,2.9,Immediately
2217949,Andy Nguyen,3,Year 12 and below,25-32,> 5 years,500+ AUD,403,Online,NSW,31%-50%,Farsi,Organized,4.2,1 month
1388298,Andy Harmit Nurpuri,12,Year 12 and below,45+,< 1 year,101– 200 AUD,580,Inperson,QLD,>81%,Kiswahili,Organized,3.7,4- 6 month
1571699,Aneel Khowaja,10,Diploma,25-32,< 1 year,101– 200 AUD,885,Both,WA, 51 %- 80 %,Japanese,Independent,2.6,4- 6 month
2217844,Aneetpal Kaur,3,Year 12 and below,33-39,> 5 years,0 ~ 100 AUD,500,Online,VIC, 51 %- 80 %,Croatian,Organized,4.0,Immediately
1801710,Aneri Shah,7,Diploma,40-44,3 -  5 years,500+ AUD,489,Both,QLD,>81%,Spanish,Independent,2.6,4- 6 month
1911851,Angela Grifone,6,Year 12 and below,40-44,> 5 years,0 ~ 100 AUD,856,Both,NSW,< 30%,Spanish,Independent,3.5,Immediately
1387039,Angela Clare Parmeter,12,Diploma,25-32,> 5 years,500+ AUD,428,Inperson,VIC,< 30%,Chinese - Mandarin,Independent,4.0,Immediately
9256542,Angela Chan,33,Bachelor ,25-32,> 5 years,101– 200 AUD,885,Inperson,ACT, 51 %- 80 %,Japanese,Independent,4.8,Immediately
9367486,Angela Daniela De Marco,32,Year 12 and below,18-24,> 5 years,101– 200 AUD,836,Online,VIC,31%-50%,Danish,Organized,3.5,4- 6 month
1463438,Angela Dobson,11,Year 12 and below,33-39,1 - 3 years,201 – 500 AUD,406,Both,QLD,>81%,Laotian,Independent,3.6,Immediately
1799439,Angela Ning Gu,8,Year 12 and below,25-32,3 -  5 years,101– 200 AUD,160,Both,TAS,31%-50%,Filipino,Independent,4.9,1 month
961119,Angelica O'Sullivan,16,Year 12 and below,33-39,> 5 years,500+ AUD,838,Both,NT,< 30%,Dari,Independent,3.3,Immediately
1175426,Angelique El-asmar,14,Bachelor ,40-44,> 5 years,500+ AUD,857,Online,NT, 51 %- 80 %,Bahasa - Malaysian,Organized,4.6,1 month
1798821,Angus David Browne,8,Master,25-32,1 - 3 years,201 – 500 AUD,851,Inperson,QLD, 51 %- 80 %,Dari,Independent,2.8,Immediately
1278931,Anh Hong Thi Tran,13,Year 12 and below,25-32,< 1 year,500+ AUD,856,Online,NT,< 30%,Norwegian,Independent,3.9,1 month
1464382,Anh Thy Tran,11,Year 12 and below,25-32,3 -  5 years,500+ AUD,475,Online,TAS,>81%,Filipino,Organized,3.7,Immediately
1908903,Anil Uprety,6,Bachelor ,25-32,1 - 3 years,0 ~ 100 AUD,117,Both,TAS,31%-50%,Urdu,Independent,3.7,4- 6 month
850528,Anil Seth,17,Year 12 and below,25-32,3 -  5 years,201 – 500 AUD,422,Both,WA,31%-50%,Lithuanian,Organized,3.1,2 - 3 month
1806373,Anila Hafiz,7,Master,33-39,3 -  5 years,500+ AUD,151,Both,TAS,31%-50%,Portuguese,Independent,3.9,2 - 3 month
954994,Anisha Gupta,16,Bachelor ,25-32,1 - 3 years,500+ AUD,401,Both,VIC,31%-50%,Burmese,Independent,4.7,2 - 3 month
1569222,Anita Louise Thomasson,10,Diploma,25-32,< 1 year,201 – 500 AUD,405,Online,VIC, 51 %- 80 %,Kiswahili,Organized,3.8,Immediately
1278253,Anita Huiing Hartojo,13,Year 12 and below,25-32,1 - 3 years,0 ~ 100 AUD,888,Inperson,VIC, 51 %- 80 %,Pidgin,Independent,2.6,4- 6 month
1679774,Anjana Singh Shrestha,9,Diploma,33-39,1 - 3 years,101– 200 AUD,600,Online,NT,31%-50%,Romanian,Independent,3.1,1 month
640984,Anka Hasan Sahin,19,Bachelor ,25-32,< 1 year,101– 200 AUD,820,Both,SA, 51 %- 80 %,Albanian,Independent,2.9,2 - 3 month
958949,Anke Regina Nagel,16,Master,33-39,1 - 3 years,201 – 500 AUD,115,Online,TAS,< 30%,Turkish,Organized,2.9,1 month
2117640,Ankur Saini,4,Bachelor ,25-32,1 - 3 years,201 – 500 AUD,580,Both,TAS, 51 %- 80 %,Montenegrin,Organized,3.0,2 - 3 month
2318117,Ankush Vashisth,2,Bachelor ,25-32,3 -  5 years,500+ AUD,204,Both,WA,< 30%,Bahasa - Malaysian,Independent,2.6,1 month
1678659,Ankush Tiwari,9,Diploma,25-32,3 -  5 years,201 – 500 AUD,401,Both,ACT, 51 %- 80 %,Thai,Organized,2.5,1 month
1794876,Ann Jeanette van den Berg,8,Bachelor ,33-39,1 - 3 years,201 – 500 AUD,411,Both,ACT,< 30%,Romanian,Organized,2.6,4- 6 month
1808400,Anna Solovyeva,7,Bachelor ,40-44,< 1 year,0 ~ 100 AUD,191,Inperson,TAS,31%-50%,Marathi,Independent,4.8,Immediately
2318103,Anna Boddy,2,Bachelor ,33-39,> 5 years,101– 200 AUD,602,Online,SA,>81%,Arabic,Independent,3.8,Immediately
2217994,Anna Niedziela,3,Year 12 and below,33-39,> 5 years,500+ AUD,423,Online,VIC, 51 %- 80 %,Albanian,Organized,5.0,4- 6 month
701986,Anna Xuan Anh Nguyen,18,Master,18-24,< 1 year,0 ~ 100 AUD,103,Inperson,VIC,>81%,Chinese,Organized,4.5,4- 6 month
745026,Anna Mi-Hyun Jun,18,Year 12 and below,33-39,> 5 years,101– 200 AUD,114,Both,VIC, 51 %- 80 %,Chinese - Cantonese,Independent,3.9,2 - 3 month
852237,Anna Morozov,17,Bachelor ,40-44,> 5 years,201 – 500 AUD,489,Online,NSW,>81%,Burmese,Independent,4.2,4- 6 month
1278811,Anna Katarzyna Michalska,13,Diploma,25-32,3 -  5 years,101– 200 AUD,186,Online,VIC,31%-50%,French,Independent,3.3,Immediately
9682779,Anna Suyoung Lee,29,Master,45+,> 5 years,0 ~ 100 AUD,407,Inperson,NT,31%-50%,Greek,Independent,2.6,1 month
9896971,Anna Ai-Ping Gao,27,Master,45+,> 5 years,101– 200 AUD,192,Inperson,NT,< 30%,English,Independent,4.6,2 - 3 month
1461034,Anna Molina,11,Doctorate,33-39,3 -  5 years,500+ AUD,489,Both,SA,< 30%,Nepali,Organized,4.7,1 month
1576036,Anna Claudine Kahulugan Rante,10,Diploma,33-39,3 -  5 years,500+ AUD,838,Both,ACT,31%-50%,Polish,Independent,4.2,Immediately
9900694,Anna Chin-Yi Chou,26,Master,25-32,1 - 3 years,101– 200 AUD,192,Online,WA, 51 %- 80 %,Chinese,Organized,4.5,1 month
1569859,Anna Giulia Scotti,10,Diploma,45+,3 -  5 years,201 – 500 AUD,408,Online,NT, 51 %- 80 %,Pidgin,Organized,3.6,1 month
1680386,Anna J Emad,9,Bachelor ,25-32,< 1 year,201 – 500 AUD,870,Inperson,NT,< 30%,Chinese - Fukienese,Organized,4.1,4- 6 month
1461407,Anna Maria Alba,11,Diploma,18-24,< 1 year,0 ~ 100 AUD,476,Inperson,NSW, 51 %- 80 %,Dari,Organized,2.9,2 - 3 month
1686906,Annabelle Mendoza,9,Bachelor ,18-24,1 - 3 years,0 ~ 100 AUD,977,Inperson,WA,< 30%,Polish,Independent,4.7,Immediately
1803070,Annamalai Mahizhnan,7,Year 12 and below,25-32,3 -  5 years,201 – 500 AUD,408,Both,VIC,31%-50%,Dutch,Organized,2.9,1 month
1069525,Annathurai Gnanasambandam,15,Master,25-32,1 - 3 years,101– 200 AUD,976,Inperson,TAS, 51 %- 80 %,Syriac,Independent,2.7,2 - 3 month
9791271,Annette Karen Culley,28,Year 12 and below,25-32,1 - 3 years,201 – 500 AUD,405,Online,SA,< 30%,Persian,Independent,3.5,1 month
9800540,Annette Susan Mamo,27,Master,25-32,< 1 year,500+ AUD,476,Online,NT, 51 %- 80 %,German,Independent,4.5,4- 6 month
2217801,Annie Dominique Ladera,3,Doctorate,18-24,3 -  5 years,101– 200 AUD,411,Inperson,NSW,31%-50%,Albanian,Independent,3.4,2 - 3 month
1277645,Annie Li Zeng,13,Master,40-44,1 - 3 years,500+ AUD,858,Both,WA,31%-50%,Syriac,Organized,2.6,1 month
1908941,Anoma Herath,6,Year 12 and below,33-39,< 1 year,0 ~ 100 AUD,188,Inperson,NT, 51 %- 80 %,Kiswahili,Organized,3.3,2 - 3 month
1679041,Anoop Kaur Dhillon,9,Bachelor ,18-24,1 - 3 years,0 ~ 100 AUD,165,Online,NSW,31%-50%,Thai,Organized,4.9,2 - 3 month
2217983,Anqi Li,3,Bachelor ,33-39,< 1 year,101– 200 AUD,856,Inperson,TAS,< 30%,Croatian,Independent,4.2,2 - 3 month
208171,Anson Ansheng Huang,23,Bachelor ,33-39,3 -  5 years,0 ~ 100 AUD,887,Both,VIC,31%-50%,Chinese - Mandarin,Organized,4.2,1 month
1803405,Anthea Jane Rudd Halligan,7,Diploma,25-32,3 -  5 years,0 ~ 100 AUD,575,Online,TAS,31%-50%,Montenegrin,Organized,3.9,1 month
1806777,Anthony Jason El-Assaad,7,Doctorate,18-24,< 1 year,500+ AUD,888,Online,TAS,>81%,Filipino,Independent,2.8,2 - 3 month
6637,Anthony Fred Wang,25,Doctorate,40-44,3 -  5 years,201 – 500 AUD,804,Both,NT, 51 %- 80 %,Bahasa - Malaysian,Organized,4.3,4- 6 month
317382,Anthony Keiran Ross,22,Diploma,25-32,3 -  5 years,0 ~ 100 AUD,415,Online,NT,>81%,Albanian,Organized,3.4,2 - 3 month
601801,Anthony Robert Coates,19,Doctorate,25-32,3 -  5 years,500+ AUD,189,Online,VIC,31%-50%,Tagalog,Independent,3.9,1 month
639252,Anthony Wally Takchi,19,Diploma,25-32,1 - 3 years,0 ~ 100 AUD,820,Both,QLD,>81%,Cambodian,Organized,3.6,1 month
1174041,Anthony van der Craats,14,Doctorate,25-32,3 -  5 years,201 – 500 AUD,866,Inperson,NSW,31%-50%,Croatian,Organized,3.8,Immediately
1280497,Anthony Glenn Cajetan D'Cruz,13,Year 12 and below,25-32,1 - 3 years,101– 200 AUD,858,Both,WA,31%-50%,Chinese - Hokkien,Independent,2.8,4- 6 month
9251636,Anthony Lowen Clarke,33,Year 12 and below,33-39,3 -  5 years,500+ AUD,115,Online,QLD, 51 %- 80 %,Spanish,Organized,3.6,4- 6 month
9580930,Anthony John Henjak,30,Doctorate,18-24,3 -  5 years,201 – 500 AUD,802,Both,NSW,31%-50%,Dari,Independent,4.4,Immediately
1570221,Anthony Tran,10,Master,45+,3 -  5 years,500+ AUD,858,Inperson,QLD,31%-50%,Tamil,Organized,3.2,4- 6 month
9301139,Antonietta Siketa,32,Doctorate,25-32,> 5 years,101– 200 AUD,785,Inperson,QLD,>81%,Tamil,Organized,3.5,2 - 3 month
1279981,Antonina Robards,13,Master,33-39,3 -  5 years,101– 200 AUD,602,Inperson,NSW,< 30%,Bulgarian,Independent,2.7,4- 6 month
9253181,Antonio Lock,33,Bachelor ,40-44,> 5 years,0 ~ 100 AUD,572,Inperson,SA,< 30%,Chinese - Fukienese,Organized,2.5,4- 6 month
965140,Antony Amhurst Wallace,16,Bachelor ,40-44,1 - 3 years,101– 200 AUD,400,Both,QLD,< 30%,Chinese - Fukienese,Organized,4.2,1 month
1569068,Anu Bista,10,Year 12 and below,33-39,> 5 years,500+ AUD,864,Both,WA,31%-50%,Bosnian,Organized,4.2,2 - 3 month
1679229,Anu Simon Alapatt,9,Year 12 and below,25-32,1 - 3 years,201 – 500 AUD,300,Online,TAS,>81%,Lithuanian,Independent,4.8,4- 6 month
1687432,Anup Man Maharjan,9,Bachelor ,18-24,< 1 year,101– 200 AUD,457,Both,TAS,< 30%,Farsi,Independent,4.4,2 - 3 month
1802986,Anusha Bascaran,7,Bachelor ,40-44,> 5 years,201 – 500 AUD,461,Inperson,WA,< 30%,Persian,Organized,3.4,2 - 3 month
101262,Anyun Zhou,24,Diploma,40-44,1 - 3 years,500+ AUD,160,Online,QLD,< 30%,Italian,Independent,2.7,2 - 3 month
1569753,Aodong Mei,10,Bachelor ,40-44,< 1 year,101– 200 AUD,461,Inperson,QLD, 51 %- 80 %,Nepali,Organized,4.2,Immediately
1571579,Aofei Liu,10,Diploma,33-39,> 5 years,101– 200 AUD,426,Online,NSW, 51 %- 80 %,Chinese - Hokkien,Organized,2.6,1 month
106983,Aphichart Saengthun,24,Master,33-39,> 5 years,500+ AUD,820,Inperson,SA,31%-50%,Nepali,Organized,4.0,4- 6 month
1801227,April Khanh Van Nguyen,7,Doctorate,< 18,1 - 3 years,500+ AUD,103,Inperson,SA, 51 %- 80 %,Chinese - Min,Independent,3.6,1 month
1801556,April Marie Bajwa,7,Year 12 and below,18-24,> 5 years,0 ~ 100 AUD,885,Inperson,QLD, 51 %- 80 %,Pidgin,Organized,4.3,4- 6 month
2318040,Aradhana Sethi,2,Doctorate,33-39,3 -  5 years,500+ AUD,956,Both,WA,31%-50%,Nepali,Independent,3.9,1 month
1387344,Araon Chun Wa Sun,12,Bachelor ,25-32,3 -  5 years,500+ AUD,846,Online,QLD,< 30%,Indonesian,Independent,4.3,1 month
2318129,Arash Mehrafrooz,2,Year 12 and below,25-32,> 5 years,500+ AUD,419,Online,NSW, 51 %- 80 %,Farsi,Organized,3.8,Immediately
1467301,Arash Barinder Singh,11,Year 12 and below,25-32,< 1 year,201 – 500 AUD,155,Inperson,QLD, 51 %- 80 %,Arabic,Organized,2.6,4- 6 month
639827,Arathi Mohan Tekkam,19,Year 12 and below,18-24,> 5 years,0 ~ 100 AUD,428,Both,NT,< 30%,Fijian,Independent,2.5,2 - 3 month
1909206,Archana Gilhotra,6,Year 12 and below,18-24,< 1 year,201 – 500 AUD,888,Online,NSW, 51 %- 80 %,Croatian,Organized,4.4,1 month
743482,Arezoo Sorkhi Lalalo,18,Bachelor ,18-24,> 5 years,0 ~ 100 AUD,202,Both,TAS,< 30%,Malayalam,Organized,4.9,4- 6 month
1385402,Aridaman Singh Chabbra,12,Bachelor ,25-32,1 - 3 years,0 ~ 100 AUD,495,Online,VIC, 51 %- 80 %,Bulgarian,Organized,3.7,2 - 3 month
215389,Ariel Barrett,23,Bachelor ,40-44,3 -  5 years,500+ AUD,476,Inperson,ACT,< 30%,Spanish,Organized,3.5,1 month
1798054,Aristotle Jonas Tanag,8,Year 12 and below,33-39,< 1 year,0 ~ 100 AUD,785,Online,QLD, 51 %- 80 %,Chinese,Independent,3.0,Immediately
1174616,Arjun Pandey,14,Year 12 and below,25-32,< 1 year,500+ AUD,891,Online,WA, 51 %- 80 %,Swedish,Independent,4.6,Immediately
2217937,Arlene Lim Nadonza,3,Bachelor ,25-32,> 5 years,0 ~ 100 AUD,402,Inperson,WA, 51 %- 80 %,Czech,Organized,3.8,1 month
1385457,Arlene Marinas,12,Diploma,25-32,> 5 years,500+ AUD,408,Online,VIC,< 30%,Chinese - Mandarin,Independent,4.3,4- 6 month
851681,Armando Chan,17,Doctorate,18-24,1 - 3 years,0 ~ 100 AUD,487,Both,ACT,>81%,Swedish,Organized,3.7,2 - 3 month
1802328,Arshdeep Singh Chatha,7,Diploma,25-32,< 1 year,201 – 500 AUD,866,Both,NSW,>81%,Vietnamese,Independent,4.4,4- 6 month
1576125,Artem Butenko,10,Year 12 and below,25-32,1 - 3 years,201 – 500 AUD,420,Inperson,ACT,>81%,Chinese - Hokkien,Organized,2.9,Immediately
2668,Arthur Vasilopoulos,25,Doctorate,18-24,> 5 years,0 ~ 100 AUD,187,Inperson,ACT,>81%,Arabic,Organized,4.2,1 month
1577271,Arthur Chean Chuan Liew,10,Bachelor ,25-32,1 - 3 years,500+ AUD,407,Both,VIC,31%-50%,Japanese,Organized,3.9,1 month
2318144,Arthur Harvey Estrera Losin,2,Bachelor ,25-32,3 -  5 years,201 – 500 AUD,864,Inperson,TAS, 51 %- 80 %,Bengali,Organized,4.0,Immediately
959780,Arumasinghe Lalin De Silva,16,Master,45+,> 5 years,0 ~ 100 AUD,101,Both,WA,< 30%,Magyar,Independent,3.3,4- 6 month
2117657,Arun Singhal,4,Year 12 and below,45+,1 - 3 years,101– 200 AUD,808,Inperson,QLD,31%-50%,Punjabi,Independent,4.2,Immediately
2318160,Arun Venkitachalam,2,Year 12 and below,25-32,< 1 year,500+ AUD,462,Inperson,NSW,31%-50%,Dari,Independent,3.1,Immediately
1278671,Arun Rajan,13,Master,33-39,1 - 3 years,201 – 500 AUD,890,Both,SA,31%-50%,Slovak,Organized,4.5,1 month
9794416,Arun Kumar Garg,28,Bachelor ,18-24,< 1 year,201 – 500 AUD,030,Inperson,VIC,>81%,Montenegrin,Independent,4.2,Immediately
9802677,Arun Kumar Dube,27,Master,25-32,< 1 year,500+ AUD,426,Both,WA, 51 %- 80 %,Persian,Independent,3.8,1 month
2217912,Arunkumar Ramshankar Tiwari,3,Diploma,25-32,< 1 year,101– 200 AUD,856,Inperson,WA, 51 %- 80 %,German,Independent,4.0,2 - 3 month
964861,Arvinder Singh Pannu,16,Master,40-44,3 -  5 years,101– 200 AUD,421,Both,VIC, 51 %- 80 %,Portuguese,Independent,2.8,1 month
1574550,Arwinder Pal Singh Randhawa,10,Doctorate,25-32,3 -  5 years,201 – 500 AUD,571,Both,SA,< 30%,Turkish,Organized,2.8,2 - 3 month
1575904,Arzu Yilmaz,10,Bachelor ,25-32,1 - 3 years,101– 200 AUD,475,Inperson,QLD, 51 %- 80 %,Persian,Independent,4.4,2 - 3 month
1798927,Asad Rasheed,8,Master,25-32,1 - 3 years,500+ AUD,893,Online,TAS, 51 %- 80 %,Arabic,Organized,4.7,Immediately
1172969,Aseem Saini,14,Year 12 and below,< 18,< 1 year,201 – 500 AUD,030,Both,VIC,31%-50%,Romanian,Independent,3.6,Immediately
1574632,Aseem Bharani,10,Doctorate,45+,3 -  5 years,500+ AUD,402,Online,SA,>81%,Chinese - Cantonese,Organized,3.0,1 month
1793460,Asha Joseph,8,Master,45+,< 1 year,500+ AUD,575,Both,ACT, 51 %- 80 %,Tagalog,Independent,4.2,4- 6 month
1686653,Ashiq Ali Mohamed Ghazzaly,9,Master,25-32,1 - 3 years,0 ~ 100 AUD,157,Both,NSW,< 30%,Persian,Organized,4.0,4- 6 month
1802304,Ashish Bhandari,7,Year 12 and below,40-44,1 - 3 years,500+ AUD,590,Both,WA,< 30%,Chinese - Mandarin,Independent,3.3,Immediately
1790307,Ashish Attri,8,Year 12 and below,25-32,3 -  5 years,500+ AUD,175,Online,WA, 51 %- 80 %,Albanian,Organized,2.5,Immediately
2217972,Ashish Thapa,3,Master,25-32,3 -  5 years,101– 200 AUD,804,Online,WA,< 30%,Swedish,Organized,3.2,2 - 3 month
2117653,Ashlee Willie,4,Diploma,40-44,> 5 years,101– 200 AUD,890,Online,NSW, 51 %- 80 %,Chinese - Min,Independent,4.5,Immediately
2217911,Ashlee Tayla Thomas,3,Year 12 and below,25-32,1 - 3 years,0 ~ 100 AUD,445,Inperson,WA, 51 %- 80 %,Lithuanian,Organized,2.9,1 month
1806342,Ashok Talpadi,7,Bachelor ,18-24,< 1 year,0 ~ 100 AUD,580,Online,QLD, 51 %- 80 %,Chinese - Mandarin,Independent,2.7,4- 6 month
853441,Ashraf Palasara,17,Year 12 and below,33-39,3 -  5 years,500+ AUD,428,Both,QLD,31%-50%,Tagalog,Independent,3.0,Immediately
1790472,Ashu Gupta,8,Diploma,18-24,3 -  5 years,101– 200 AUD,202,Inperson,WA,>81%,Albanian,Independent,5.0,1 month
1682588,Ashutosh Sharma,9,Doctorate,45+,< 1 year,0 ~ 100 AUD,891,Both,VIC,< 30%,Arabic,Organized,4.6,4- 6 month
1575846,Ashwin Tyagi,10,Bachelor ,25-32,> 5 years,101– 200 AUD,885,Inperson,QLD,< 30%,Vietnamese,Organized,2.8,1 month
1277854,Ashwinder Kaur Sawhney,13,Year 12 and below,25-32,> 5 years,0 ~ 100 AUD,856,Online,VIC,< 30%,Ukrainian,Organized,3.6,Immediately
2117670,Asif Chaudhary,4,Year 12 and below,40-44,3 -  5 years,500+ AUD,417,Online,NSW,31%-50%,Bahasa - Malaysian,Independent,4.5,2 - 3 month
1796890,Asif Raza MIR,8,Year 12 and below,40-44,1 - 3 years,101– 200 AUD,476,Online,NSW,31%-50%,Korean,Organized,3.1,4- 6 month
1792112,Asma Sultana,8,Year 12 and below,< 18,> 5 years,201 – 500 AUD,892,Both,QLD,< 30%,English,Independent,3.9,4- 6 month
103875,Athina Stephanou,24,Year 12 and below,40-44,< 1 year,101– 200 AUD,801,Online,QLD,31%-50%,Arabic,Independent,3.3,4- 6 month
2217997,Athula Lankadeva Gardiye Hewawasam Gamage,3,Master,25-32,3 -  5 years,0 ~ 100 AUD,19,Online,ACT, 51 %- 80 %,Arabic,Independent,4.8,1 month
1573904,Atin Aggarwal,10,Doctorate,33-39,3 -  5 years,201 – 500 AUD,888,Online,ACT, 51 %- 80 %,Marathi,Organized,4.3,1 month
2016128,Atul Pandey,5,Doctorate,40-44,1 - 3 years,500+ AUD,482,Both,VIC,< 30%,Filipino,Organized,4.7,2 - 3 month
741660,Atul Kapoor,18,Master,25-32,< 1 year,101– 200 AUD,204,Inperson,WA,31%-50%,Kurdish,Independent,2.9,2 - 3 month
1794523,Audrey Cikla,8,Master,25-32,3 -  5 years,0 ~ 100 AUD,050,Inperson,VIC,31%-50%,Swedish,Independent,4.5,Immediately
2117304,Austin Trent Wen,4,Year 12 and below,33-39,< 1 year,101– 200 AUD,892,Inperson,ACT,>81%,Chinese - Hokkien,Independent,4.0,4- 6 month
1384490,Austin Zhang,12,Master,18-24,1 - 3 years,0 ~ 100 AUD,890,Inperson,NSW,< 30%,Japanese,Organized,4.4,4- 6 month
1171786,Avinash Lejaven Poinen,14,Doctorate,25-32,> 5 years,201 – 500 AUD,416,Online,SA,>81%,Hebrew,Organized,5.0,1 month
959677,Avmeesh Preet Kaur Gill,16,Bachelor ,33-39,< 1 year,0 ~ 100 AUD,416,Both,NSW,< 30%,Farsi,Organized,4.3,Immediately
2117698,Awais Tahir,4,Year 12 and below,45+,3 -  5 years,201 – 500 AUD,801,Both,WA, 51 %- 80 %,Hindi,Independent,3.5,4- 6 month
2318017,Awais Nisar,2,Year 12 and below,25-32,> 5 years,500+ AUD,590,Online,NSW,< 30%,Hungarian,Independent,4.6,2 - 3 month
747571,Awany Wadie Kella Bosse,18,Year 12 and below,33-39,1 - 3 years,0 ~ 100 AUD,116,Online,NSW,>81%,Kurdish,Organized,3.5,2 - 3 month
2217992,Ayse Meltem Akar,3,Doctorate,40-44,3 -  5 years,201 – 500 AUD,888,Both,ACT,>81%,Amharic,Independent,3.6,Immediately
955824,Ayshmin Imran,16,Diploma,25-32,1 - 3 years,101– 200 AUD,976,Online,NSW,31%-50%,Chinese - Cantonese,Independent,3.0,1 month
1462368,Ayush Rayamajhi,11,Doctorate,40-44,< 1 year,201 – 500 AUD,175,Online,TAS,>81%,Portuguese,Independent,4.6,1 month
1573151,Azadeh Ghorashi,10,Diploma,33-39,> 5 years,201 – 500 AUD,685,Online,SA,>81%,Bulgarian,Independent,3.5,Immediately
1571733,Azam Jafari,10,Master,18-24,3 -  5 years,101– 200 AUD,132,Both,ACT,< 30%,Fijian,Organized,4.8,1 month
849245,Babar Saeed,17,Doctorate,25-32,3 -  5 years,500+ AUD,837,Inperson,ACT, 51 %- 80 %,Marathi,Organized,4.7,1 month
